test_id;Question;SPARQL query;Extracted_properties_str;Predicted SPARQL query;Predicted_extracted_properties_str;Property_correctness_score;All_properties_with_labels;Property_precision;Property_recall;Property_f1_score;Property_f1_percent;semantic_correct;execution_score
test_34;Which distinct items are subclasses, at any level, of a manuscript (a document written by hand)?;PREFIX ps: <http://www.wikidata.org/prop/statement/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX p: <http://www.wikidata.org/prop/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT DISTINCT ?item WHERE { ?item p:P279 ?statement0 . ?statement0 ( ps:P279 / ( wdt:P279 * ) ) wd:Q87167 . };P279;"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX wd: <http://www.wikidata.org/entity/>
PREFIX wdt: <http://www.wikidata.org/prop/direct/>
SELECT DISTINCT ?item ?itemLabel WHERE {
  ?item wdt:P279 * wd:Q87167 .
  FILTER ( ?item != wd:Q87167 ) OPTIONAL {
    ?item rdfs:label ?itemLabel .
    FILTER ( LANG( ?itemLabel ) = ""en"" )
  }
}
ORDER BY ?item";P279;1;P279=subclass of;1.0;1.0;1.0;100.0;True;1.0
test_35;What are the 20 most common properties, excluding external IDs, for television series on Moroccan Arabic Wikipedia (https://ary.wikipedia.org/), and what percentage of television series have each property?;"#title:Most common properties (excluding external ids) for a type of item on a given Wikipedia
SELECT ?id (COUNT(DISTINCT ?item)*100/?total AS ?percent)
WITH { SELECT $WIKIPEDIA $TYPE WHERE {
  VALUES $WIKIPEDIA  { <https://ary.wikipedia.org/> }
  VALUES $TYPE { wd:Q5398426 }
  } } AS %constants
WITH {
 SELECT ?item WHERE {
  INCLUDE %constants
  ?item wdt:P31/wdt:P279? $TYPE .
   ?arwp schema:about ?item ; schema:isPartOf $WIKIPEDIA
 } } AS %list
WITH { SELECT (COUNT(?item) AS ?total) WHERE {
  INCLUDE %constants
  ?item wdt:P31/wdt:P279? $TYPE .
   ?arwp schema:about ?item ; schema:isPartOf $WIKIPEDIA
 } } AS %total
WHERE {
  include %list .
  include %total .
  ?item ?p [] .
  ?id wikibase:claim ?p FILTER(?id != wd:P31).
  MINUS { ?id wikibase:propertyType wikibase:ExternalId }
} GROUP BY ?id ?total 
ORDER BY DESC(?percent)
LIMIT 20
";P31, P279;"PREFIX schema: <http://schema.org/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX wikibase: <http://wikiba.se/ontology#>
PREFIX wd: <http://www.wikidata.org/entity/>
PREFIX wdt: <http://www.wikidata.org/prop/direct/>
SELECT ?propEntity ?propLabel ( COUNT( DISTINCT ?item ) AS ?count ) ( ( COUNT( DISTINCT ?item ) * 100.0 ) / ?total AS ?percentage ) WHERE {
  {
    SELECT ( COUNT( DISTINCT ?item ) AS ?total ) WHERE {
      ?article schema:about ?item ; schema:inLanguage ""ary"" ; schema:isPartOf <https://ary.wikipedia.org/> .
      ?item wdt:P31 / wdt:P279 * wd:Q5398426 .
    }
  }
  ?article schema:about ?item ; schema:inLanguage ""ary"" ; schema:isPartOf <https://ary.wikipedia.org/> .
  ?item wdt:P31 / wdt:P279 * wd:Q5398426 .
  ?item ?p ?val .
  FILTER ( STRSTARTS( STR( ?p ) , ""http://www.wikidata.org/prop/direct/"" ) ) .
  BIND( IRI( REPLACE( STR( ?p ) , ""http://www.wikidata.org/prop/direct/"" , ""http://www.wikidata.org/entity/"" ) ) AS ?propEntity ) .
  FILTER NOT EXISTS {
    ?propEntity wikibase:propertyType wikibase:ExternalId .
  }
  OPTIONAL {
    ?propEntity rdfs:label ?propLabel .
    FILTER ( LANG( ?propLabel ) = ""en"" )
  }
}
GROUP BY ?propEntity ?propLabel ?total
ORDER BY DESC ( ?count )
LIMIT 20";P31, P279;1;P31=instance of, P279=subclass of;1.0;1.0;1.0;100.0;False;0.6206896551724138
test_36;Who has received an honorary doctorate from Bordeaux Montaigne University? Please also include the year they received the doctorate and order results by year;PREFIX ps: <http://www.wikidata.org/prop/statement/> PREFIX pq: <http://www.wikidata.org/prop/qualifier/> PREFIX p: <http://www.wikidata.org/prop/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT distinct ?person ( YEAR ( ?date ) as ?year ) WHERE { ?person p:P166 ?distinction . ?distinction ps:P166 wd:Q55455135 . ?distinction pq:P585 ?date . } group by ?person ?date order by ?year;;"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX p: <http://www.wikidata.org/prop/>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>
PREFIX wd: <http://www.wikidata.org/entity/>
PREFIX ps: <http://www.wikidata.org/prop/statement/>
PREFIX pq: <http://www.wikidata.org/prop/qualifier/>
SELECT ?person ?personLabel ?date ( xsd:integer ( SUBSTR( STR( ?date ) , 1 , 4 ) ) AS ?year ) WHERE {
  ?person p:P166 ?stmt .
  ?stmt ps:P166 wd:Q55455135 .
  OPTIONAL {
    ?stmt pq:P585 ?date .
  }
  OPTIONAL {
    ?person rdfs:label ?personLabel FILTER ( LANG( ?personLabel ) = ""en"" )
  }
}
ORDER BY ( COALESCE ( ?year , 9999 ) ) ?date ?person";;1;nan=UNKNOWN;1.0;1.0;1.0;100.0;True;1.0
test_37;What is the second-level parent organization of AdMob, the mobile advertising company?;PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT ?PO2ndlevel WHERE { ?PO1stlevel wdt:P355 wd:Q1318441 . ?PO2ndlevel wdt:P355 ?PO1stlevel . };P355;"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX wd: <http://www.wikidata.org/entity/>
PREFIX wdt: <http://www.wikidata.org/prop/direct/>
SELECT ?parent ?parentLabel ?grandparent ?grandparentLabel WHERE {
  wd:Q1318441 wdt:P749 ?parent .
  ?parent wdt:P749 ?grandparent .
  OPTIONAL {
    ?parent rdfs:label ?parentLabel .
    FILTER ( LANG( ?parentLabel ) = ""en"" )
  }
  OPTIONAL {
    ?grandparent rdfs:label ?grandparentLabel .
    FILTER ( LANG( ?grandparentLabel ) = ""en"" )
  }
}";P749;0;P355=child organization or unit, P749=parent organization or unit;0.0;0.0;0.0;0.0;True;1.0
test_38;What are the religious buildings located in the region of Molise, Italy?;PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT * WHERE { ?q wdt:P31 / wdt:P279 * wd:Q24398318 . ?q wdt:P131 * / wdt:P276 * wd:Q1443 . };P31, P279, P131, P276;"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX wd: <http://www.wikidata.org/entity/>
PREFIX wdt: <http://www.wikidata.org/prop/direct/>
SELECT ?item ?itemLabelEn ?itemLabelIt ?instance ?instanceLabelEn WHERE {
  BIND( wd:Q1443 AS ?region ) .
  ?item wdt:P31 ?instance .
  ?instance wdt:P279 * wd:Q24398318 .
  ?item wdt:P131 * ?region .
  OPTIONAL {
    ?item rdfs:label ?itemLabelEn FILTER ( LANG( ?itemLabelEn ) = ""en"" )
  }
  OPTIONAL {
    ?item rdfs:label ?itemLabelIt FILTER ( LANG( ?itemLabelIt ) = ""it"" )
  }
  OPTIONAL {
    ?instance rdfs:label ?instanceLabelEn FILTER ( LANG( ?instanceLabelEn ) = ""en"" )
  }
}
ORDER BY ?itemLabelIt ?itemLabelEn";P31, P279, P131;0;P31=instance of, P279=subclass of, P131=located in the administrative territorial entity, P276=location;1.0;0.75;0.8571428571428571;85.71;False;0.0
test_39;Which distinct items are instances of video game genres, or subclasses of either video game genres or electronic games? Please return the genre, the OLAC video game genre vocabulary ID (if available), and any subclasses (if available).;PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT DISTINCT ?genre ?OLAC ?_subclass_of WHERE { ?genre wdt:P31 wd:Q659563 . VALUES ?gametype { wd:Q659563 wd:Q2249149 } OPTIONAL { ?genre wdt:P279 ?_subclass_of . { ?_subclass_of wdt:P31 wd:Q659563 . } UNION { ?_subclass_of wdt:P279 wd:Q2249149 . } } OPTIONAL { ?genre wdt:P6352 ?OLAC . } };P31, P279, P6352;"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX wd: <http://www.wikidata.org/entity/>
PREFIX wdt: <http://www.wikidata.org/prop/direct/>
SELECT DISTINCT ?genre ?genreLabel ?olacID ?subclass ?subclassLabel WHERE {
  {
    ?genre wdt:P31 wd:Q659563 .
  } UNION {
    ?genre wdt:P279 wd:Q659563 .
  } UNION {
    ?genre wdt:P279 wd:Q7889 .
  }
  OPTIONAL {
    ?genre wdt:P6352 ?olacID .
  }
  OPTIONAL {
    ?subclass wdt:P279 ?genre .
  }
  OPTIONAL {
    ?genre rdfs:label ?genreLabel .
    FILTER ( LANG( ?genreLabel ) = ""en"" )
  }
  OPTIONAL {
    ?subclass rdfs:label ?subclassLabel .
    FILTER ( LANG( ?subclassLabel ) = ""en"" )
  }
}
ORDER BY ?genre ?subclass";P31, P279, P6352;1;P31=instance of, P279=subclass of, P6352=OLAC video game genre vocabulary ID;1.0;1.0;1.0;100.0;False;0.0
test_40;What are the details of all tennis tournaments that were part of the 2018 ATP World Tour? Please include the tournament item, country (if available), end time (if available), location (if available), edition number (if available), point in time (if available), and surface played on (if available), sorted in ascending order by end time.;"PREFIX psv: <http://www.wikidata.org/prop/statement/value/> PREFIX wikibase: <http://wikiba.se/ontology#> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX p: <http://www.wikidata.org/prop/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT ?item ?country ?endValue ?location ?edition ?timeValue ?surface WHERE { ?item wdt:P361 wd:Q23039138 ; wdt:P31 / wdt:P279 * wd:Q13219666 . OPTIONAL { ?item wdt:P17 ?country } OPTIONAL { ?item p:P582 / psv:P582 ?endNode . ?endNode wikibase:timeValue ?endValue . } OPTIONAL { ?item wdt:P276 ?location } OPTIONAL { ?item wdt:P393 ?edition } OPTIONAL { ?item p:P585 / psv:P585 ?timeNode . ?timeNode wikibase:timeValue ?timeValue . } OPTIONAL { ?item wdt:P765 ?surface } } ORDER BY ASC ( ?endValue )";P361, P31, P279, P17, P276, P393, P765;"PREFIX wd: <http://www.wikidata.org/entity/>
PREFIX wdt: <http://www.wikidata.org/prop/direct/>
SELECT ?tournament ?country ?endTime ?location ?edition ?pointInTime ?surface WHERE {
  ?tournament wdt:P361 wd:Q23039138 .
  OPTIONAL {
    ?tournament wdt:P17 ?country .
  }
  OPTIONAL {
    ?tournament wdt:P582 ?endTime .
  }
  OPTIONAL {
    ?tournament wdt:P276 ?location .
  }
  OPTIONAL {
    ?tournament wdt:P393 ?edition .
  }
  OPTIONAL {
    ?tournament wdt:P585 ?pointInTime .
  }
  OPTIONAL {
    ?tournament wdt:P765 ?surface .
  }
}
ORDER BY ?endTime ?tournament";P361, P17, P582, P276, P393, P585, P765;0;P361=part of, P31=instance of, P279=subclass of, P17=country, P276=location, P393=edition number, P765=surface played on, P582=end time, P585=point in time;0.7142857142857143;0.7142857142857143;0.7142857142857143;71.43;False;0.7758429016967268
test_41;Which objects have two statements of elevation above sea level with a difference of more than 500 meters between the two statements? For each object, please include the specific part to which the elevation applies (if available) and the elevation (in meters) for both elevation statements.;PREFIX psn: <http://www.wikidata.org/prop/statement/value-normalized/> PREFIX pq: <http://www.wikidata.org/prop/qualifier/> PREFIX p: <http://www.wikidata.org/prop/> PREFIX wikibase: <http://wikiba.se/ontology#> SELECT ?item ?p518_1 ?h1 ?p518_2 ?h2 { ?item p:P2044 ?h1stm . ?h1stm psn:P2044 [ wikibase:quantityAmount ?h1 ] . OPTIONAL { ?h1stm pq:P518 ?p518_1 } ?item p:P2044 ?h2stm . ?h2stm psn:P2044 [ wikibase:quantityAmount ?h2 ] . OPTIONAL { ?h2stm pq:P518 ?p518_2 } FILTER ( ?h1 - ?h2 > 500 ) };;"PREFIX pq: <http://www.wikidata.org/prop/qualifier/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX ps: <http://www.wikidata.org/prop/statement/>
PREFIX p: <http://www.wikidata.org/prop/>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>
SELECT ?item ?itemLabel ?s1 ?s2 ?part1 ?part2 ?v1 ?v2 ( ABS( xsd:decimal ( ?v1 ) - xsd:decimal ( ?v2 ) ) AS ?diff ) WHERE {
  ?item p:P2044 ?s1 .
  ?item p:P2044 ?s2 .
  FILTER ( ?s1 != ?s2 ) FILTER ( STR( ?s1 ) < STR( ?s2 ) ) ?s1 ps:P2044 ?v1 .
  ?s2 ps:P2044 ?v2 .
  OPTIONAL {
    ?s1 pq:P518 ?part1 .
  }
  OPTIONAL {
    ?s2 pq:P518 ?part2 .
  }
  OPTIONAL {
    ?item rdfs:label ?itemLabel FILTER ( LANG( ?itemLabel ) = ""en"" )
  }
  FILTER ( ABS( xsd:decimal ( ?v1 ) - xsd:decimal ( ?v2 ) ) > 500 )
}
LIMIT 200";;1;nan=UNKNOWN;1.0;1.0;1.0;100.0;False;0.0
test_42;What are the nearest cultural heritage sites within a 25 km radius of the coordinates (52.241980731490386, -3.564224203100305)? Include archaeological sites, historical monuments, historical city centres, historic sites, heritage sites, historic districts, battlefields, former settlements, historic buildings, historic houses, ancient cities, and heritage properties. Provide their item IDs, geocoordinates, and distances, and order outputs by ascending distance, limited to 100 results.;"PREFIX geo: <http://www.opengis.net/ont/geosparql#> PREFIX wikibase: <http://wikiba.se/ontology#> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT DISTINCT ?site ?geo ?distance WHERE { { ?site wdt:P31 / wdt:P279 * wd:Q839954 . } UNION { ?site wdt:P31 / wdt:P279 * wd:Q916475 . } UNION { ?site wdt:P31 / wdt:P279 * wd:Q676050 . } UNION { ?site wdt:P31 / wdt:P279 * wd:Q1081138 . } UNION { ?site wdt:P31 / wdt:P279 * wd:Q358 . } UNION { ?site wdt:P31 / wdt:P279 * wd:Q15243209 . } UNION { ?site wdt:P31 / wdt:P279 * wd:Q4895508 . } UNION { ?site wdt:P31 / wdt:P279 * wd:Q22674925 . } UNION { ?site wdt:P31 / wdt:P279 * wd:Q35112127 . } UNION { ?site wdt:P31 / wdt:P279 * wd:Q5773747 . } UNION { ?site wdt:P31 / wdt:P279 * wd:Q15661340 . } UNION { ?site wdt:P31 / wdt:P279 * wd:Q2434238 . } ?site wdt:P31 ?class . SERVICE wikibase:around { ?site wdt:P625 ?geo . bd:serviceParam wikibase:center ""Point(-3.564224203100305 52.241980731490386)"" ^^ geo:wktLiteral . bd:serviceParam wikibase:radius ""25"" . bd:serviceParam wikibase:distance ?distance . } } GROUP BY ?site ?geo ?distance ORDER BY ASC ( ?distance ) LIMIT 100";P31, P279, P625;"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX geof: <http://www.opengis.net/def/function/geosparql/>
PREFIX geo: <http://www.opengis.net/ont/geosparql#>
PREFIX wd: <http://www.wikidata.org/entity/>
PREFIX wdt: <http://www.wikidata.org/prop/direct/>
SELECT DISTINCT ?item ?itemLabel ?coord ?dist_km WHERE {
  VALUES ?class {
    wd:Q839954 wd:Q916475 wd:Q676050 wd:Q1081138 wd:Q358 wd:Q15243209 wd:Q4895508 wd:Q22674925 wd:Q35112127 wd:Q5773747 wd:Q15661340 wd:Q14916932
  }
  {
    SELECT ?item ?coord ( geof:distance ( ?coord , ?origin ) AS ?dist_km ) WHERE {
      BIND( ""Point(-3.564224203100305 52.241980731490386)"" ^^ geo:wktLiteral AS ?origin ) ?item wdt:P625 ?coord .
      FILTER ( geof:distance ( ?coord , ?origin ) <= 25 )
    }
  }
  ?item wdt:P31 ?instance .
  ?instance wdt:P279 * ?class .
  OPTIONAL {
    ?item rdfs:label ?itemLabel FILTER ( lang( ?itemLabel ) = ""en"" )
  }
}
ORDER BY ?dist_km
LIMIT 100";P625, P31, P279;1;P31=instance of, P279=subclass of, P625=coordinate location;1.0;1.0;1.0;100.0;False;0.0
test_43;Get a list of roller coasters and their respective countries, if available.;PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT ?item ?country WHERE { ?item wdt:P31 wd:Q204832 . optional { ?item wdt:P17 ?country . } };P31, P17;"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX wd: <http://www.wikidata.org/entity/>
PREFIX wdt: <http://www.wikidata.org/prop/direct/>
SELECT ?rc ?rcLabel ?country ?countryLabel WHERE {
  ?rc wdt:P31 / wdt:P279 * wd:Q204832 .
  OPTIONAL {
    ?rc wdt:P17 ?countryDirect
  }
  OPTIONAL {
    ?rc ( wdt:P276 | wdt:P131 ) ?place .
    ?place wdt:P17 ?countryFromPlace
  }
  BIND( COALESCE ( ?countryDirect , ?countryFromPlace ) AS ?country ) OPTIONAL {
    ?rc rdfs:label ?rcLabel FILTER ( LANG( ?rcLabel ) = ""en"" )
  }
  OPTIONAL {
    ?country rdfs:label ?countryLabel FILTER ( LANG( ?countryLabel ) = ""en"" )
  }
}";P31, P279, P17, P276, P131;0;P31=instance of, P17=country, P279=subclass of, P276=location, P131=located in the administrative territorial entity;0.4;1.0;0.5714285714285715;57.14;False;0.0
test_44;What are the dimensions, items, SI conversions, and units for items that have a conversion to SI unit and a measured physical quantity?;PREFIX wikibase: <http://wikiba.se/ontology#> PREFIX psv: <http://www.wikidata.org/prop/statement/value/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX p: <http://www.wikidata.org/prop/> SELECT ?dimension ?item ?siconv ?unit WHERE { ?item p:P2370 / psv:P2370 ?var . ?var wikibase:quantityAmount ?siconv . ?var wikibase:quantityUnit ?unit . ?item wdt:P111 ?dimension . };P111;"PREFIX wdt: <http://www.wikidata.org/prop/direct/>
SELECT DISTINCT ?dimension ?item ?measured ?conversion ?recommendedUnit WHERE {
  ?item wdt:P2370 ?conversion .
  ?item wdt:P111 ?measured .
  OPTIONAL {
    ?item wdt:P4020 ?dimension .
  }
  OPTIONAL {
    ?item wdt:P8111 ?recommendedUnit .
  }
}
LIMIT 200";P2370, P111, P4020, P8111;0;P111=measured physical quantity, P2370=conversion to SI unit, P4020=ISQ dimension, P8111=recommended unit of measurement;0.25;1.0;0.4;40.0;False;0.0
test_45;What was the total revenue (and revenue unit) of the German nature conservation organization Naturschutzbund Deutschland on January 1, 2019?;"PREFIX pq: <http://www.wikidata.org/prop/qualifier/> PREFIX psv: <http://www.wikidata.org/prop/statement/value/> PREFIX p: <http://www.wikidata.org/prop/> PREFIX wikibase: <http://wikiba.se/ontology#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX wd: <http://www.wikidata.org/entity/> SELECT ?amount ?unit WHERE { wd:Q516755 p:P2139 ?statement . ?statement psv:P2139 ?full_value . ?statement pq:P585 ""2019-01-01"" ^^ xsd:dateTime . ?full_value wikibase:quantityAmount ?amount . ?full_value wikibase:quantityUnit ?unit . }";;"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX wikibase: <http://wikiba.se/ontology#>
PREFIX psv: <http://www.wikidata.org/prop/statement/value/>
PREFIX p: <http://www.wikidata.org/prop/>
PREFIX wd: <http://www.wikidata.org/entity/>
PREFIX pq: <http://www.wikidata.org/prop/qualifier/>
SELECT ?org ?orgLabel ?amount ?unit ?unitLabel ?time WHERE {
  VALUES ?org {
    wd:Q516755
  }
  ?org p:P2139 ?stmt .
  ?stmt psv:P2139 ?valueNode .
  ?valueNode wikibase:quantityAmount ?amount .
  OPTIONAL {
    ?valueNode wikibase:quantityUnit ?unit .
  }
  ?stmt pq:P585 ?time .
  FILTER ( STRSTARTS( STR( ?time ) , ""2019-01-01"" ) ) OPTIONAL {
    ?org rdfs:label ?orgLabel .
    FILTER ( LANG( ?orgLabel ) = ""en"" )
  }
  OPTIONAL {
    ?unit rdfs:label ?unitLabel .
    FILTER ( LANG( ?unitLabel ) = ""en"" )
  }
}";;1;nan=UNKNOWN;1.0;1.0;1.0;100.0;True;1.0
test_46;What are the shortest wars on Wikidata? Please include their start times, end times, and duration in days (calculated either from the duration in seconds or from the difference between the start and end times, if available). Order results by duration and start time, and limit to 15 rows.;"PREFIX wikibase: <http://wikiba.se/ontology#> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX psv: <http://www.wikidata.org/prop/statement/value/> PREFIX psn: <http://www.wikidata.org/prop/statement/value-normalized/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX p: <http://www.wikidata.org/prop/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT ?item ?start ?end ?days { ?item wdt:P31 / wdt:P279 * wd:Q198 . OPTIONAL { ?item p:P2047 / psn:P2047 / wikibase:quantityAmount ?duration_seconds . BIND ( ?duration_seconds / 86400 AS ?days1 ) } OPTIONAL { ?item p:P580 / psv:P580 [ wikibase:timeValue ?start ; wikibase:timePrecision 11 ] . ?item p:P582 / psv:P582 [ wikibase:timeValue ?end ; wikibase:timePrecision 11 ] . BIND ( xsd:integer ( ?end - ?start ) AS ?days2 ) } BIND ( COALESCE ( ?days1 , ?days2 ) AS ?days ) FILTER BOUND ( ?days ) } ORDER BY ?days ?start LIMIT 15";P31, P279;"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX psv: <http://www.wikidata.org/prop/statement/value/>
PREFIX p: <http://www.wikidata.org/prop/>
PREFIX wikibase: <http://wikiba.se/ontology#>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>
PREFIX wd: <http://www.wikidata.org/entity/>
PREFIX wdt: <http://www.wikidata.org/prop/direct/>
SELECT ?war ?warLabel ?start ?end ?durationDays WHERE {
  ?war wdt:P31 wd:Q198 .
  OPTIONAL {
    ?war rdfs:label ?warLabel FILTER ( LANG( ?warLabel ) = ""en"" )
  }
  OPTIONAL {
    ?war p:P2047 ?durStmt .
    ?durStmt psv:P2047 ?durValueNode .
    ?durValueNode wikibase:quantityAmount ?durAmountValue .
    ?durValueNode wikibase:quantityUnit ?durUnit .
  }
  OPTIONAL {
    ?war wdt:P580 ?start .
    ?war wdt:P582 ?end .
    BIND( YEAR( ?start ) AS ?sy ) .
    BIND( MONTH( ?start ) AS ?sm ) .
    BIND( DAY( ?start ) AS ?sd ) .
    BIND( xsd:integer ( ( 14 - ?sm ) / 12 ) AS ?sa ) .
    BIND( ?sy + 4800 - ?sa AS ?sy2 ) .
    BIND( ?sm + 12 * ?sa - 3 AS ?sm2 ) .
    BIND( xsd:integer ( ( 153 * ?sm2 + 2 ) / 5 ) AS ?part1s ) .
    BIND( xsd:integer ( ?sy2 / 4 ) AS ?part2s ) .
    BIND( xsd:integer ( ?sy2 / 100 ) AS ?part3s ) .
    BIND( xsd:integer ( ?sy2 / 400 ) AS ?part4s ) .
    BIND( ?sd + ?part1s + 365 * ?sy2 + ?part2s - ?part3s + ?part4s - 32045 AS ?JDNstart ) .
    BIND( YEAR( ?end ) AS ?ey ) .
    BIND( MONTH( ?end ) AS ?em ) .
    BIND( DAY( ?end ) AS ?ed ) .
    BIND( xsd:integer ( ( 14 - ?em ) / 12 ) AS ?ea ) .
    BIND( ?ey + 4800 - ?ea AS ?ey2 ) .
    BIND( ?em + 12 * ?ea - 3 AS ?em2 ) .
    BIND( xsd:integer ( ( 153 * ?em2 + 2 ) / 5 ) AS ?part1e ) .
    BIND( xsd:integer ( ?ey2 / 4 ) AS ?part2e ) .
    BIND( xsd:integer ( ?ey2 / 100 ) AS ?part3e ) .
    BIND( xsd:integer ( ?ey2 / 400 ) AS ?part4e ) .
    BIND( ?ed + ?part1e + 365 * ?ey2 + ?part2e - ?part3e + ?part4e - 32045 AS ?JDNend ) .
    BIND( ( ?JDNend - ?JDNstart ) AS ?durationFromDates )
  }
  OPTIONAL {
    FILTER ( BOUND( ?durAmountValue ) && BOUND( ?durUnit ) ) BIND( ( IF( ?durUnit = wd:Q11574 , ( ?durAmountValue ) / 86400 , IF( ?durUnit = wd:Q7727 , ( ?durAmountValue ) / 1440 , IF( ?durUnit = wd:Q25235 , ( ?durAmountValue ) / 24 , IF( ?durUnit = wd:Q573 , ( ?durAmountValue ) , IF( ?durUnit = wd:Q577 , ( ?durAmountValue ) * 365 , ( ?durAmountValue ) ) ) ) ) ) ) AS ?durationFromStmt )
  }
  BIND( COALESCE ( ?durationFromStmt , ?durationFromDates ) AS ?durationDays ) FILTER ( BOUND( ?durationDays ) && ( ?durationDays >= 0 ) )
}
ORDER BY ?durationDays ?start
LIMIT 15";P31, P580, P582;0;P31=instance of, P279=subclass of, P580=start time, P582=end time;0.3333333333333333;0.5;0.4;40.0;False;0.125
test_47;What is the total number of Nobel Prizes received by individuals from each country for each year, grouped by year and country?;"SELECT  ?year ?country (COUNT(?human) AS ?TotalYearlyPrizeNumberByCountry)
WITH
{
  SELECT * WHERE {
    ?human (p:P166) ?awardStatement.
    ?awardStatement ps:P166/wdt:P279* wd:Q7191.
          ?awardStatement pq:P585 ?date.
    ?human  wdt:P27 ?country.
          bind(str(YEAR(?date)) AS ?year)
    }
} AS %results
WHERE
{
    INCLUDE %results.
}
GROUP BY ?year ?country  
";P279, P27;"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX p: <http://www.wikidata.org/prop/>
PREFIX wd: <http://www.wikidata.org/entity/>
PREFIX wdt: <http://www.wikidata.org/prop/direct/>
PREFIX ps: <http://www.wikidata.org/prop/statement/>
PREFIX pq: <http://www.wikidata.org/prop/qualifier/>
SELECT ?year ?country ?countryLabel ( COUNT( ?awardStmt ) AS ?count ) WHERE {
  ?person wdt:P31 wd:Q5 ; wdt:P27 ?country ; p:P166 ?awardStmt .
  ?awardStmt ps:P166 ?awardItem ; pq:P585 ?time .
  ?awardItem wdt:P279 * wd:Q7191 .
  BIND( YEAR( ?time ) AS ?year ) OPTIONAL {
    ?country rdfs:label ?countryLabel FILTER ( LANG( ?countryLabel ) = ""en"" )
  }
}
GROUP BY ?year ?country ?countryLabel
ORDER BY ?year ?countryLabel";P31, P27, P279;0;P279=subclass of, P27=country of citizenship, P31=instance of;0.6666666666666666;1.0;0.8;80.0;False;0.8000000342653524
